INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
CELE_AC7.2	CELE_W07G4.5	soc-2	W07G4.5	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_AC7.2	ZK792.6	soc-2	let-60	-	CELE_ZK792.6|lin-34	Two-hybrid	Li S (2004)	14704431	6239	6239
B0024.12	B0365.1	gna-1	acly-2	CELE_B0024.12|CeGNA1	CELE_B0365.1	Two-hybrid	Li S (2004)	14704431	6239	6239
B0024.12	CELE_C25F6.2	gna-1	dlg-1	CELE_B0024.12|CeGNA1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0024.12	CELE_C38D4.6	gna-1	pal-1	CELE_B0024.12|CeGNA1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0024.12	CELE_W02G9.3	gna-1	W02G9.3	CELE_B0024.12|CeGNA1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_B0024.14	crm-1	crm-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_B0507.1	crm-1	B0507.1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	C02C2.1	crm-1	tyr-1	-	CELE_C02C2.1	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	C34G6.2	crm-1	tyr-4	-	CELE_C34G6.2	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_C37C3.6	crm-1	mig-6	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_C54D2.2	crm-1	C54D2.2	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_F08C6.1	crm-1	adt-2	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_F16B4.5	crm-1	F16B4.5	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_F23B12.4	crm-1	CELE_F23B12.4	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_F29G6.3	crm-1	hpo-34	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_F30H5.3	crm-1	F30H5.3	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	F41H10.8	crm-1	elo-6	-	CELE_F41H10.8	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	F42D1.2	crm-1	tatn-1	-	CELE_F42D1.2	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_F48E8.1	crm-1	lon-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_F53A9.1	crm-1	F53A9.1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_F53A9.2	crm-1	F53A9.2	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_F54B11.7	crm-1	F54B11.7	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_F56B3.2	crm-1	F56B3.2	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_K07C11.7	crm-1	K07C11.7	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_K08E7.5	crm-1	CELE_K08E7.5	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_R02F11.1	crm-1	R02F11.1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_R05G6.7	crm-1	vdac-1	-	R05G6.7	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	T01B7.8	crm-1	T01B7.8	-	CELE_T01B7.8	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	T04C12.6	crm-1	act-1	-	CELE_T04C12.6	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_T21B6.3	crm-1	T21B6.3	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_T21D12.11	crm-1	T21D12.11	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_T22F7.3	crm-1	T22F7.3	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_T22H2.5	crm-1	scrm-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_W03G1.5	crm-1	W03G1.5	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	Y39B6A.1	crm-1	Y39B6A.1	-	CELE_Y39B6A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_Y64G10A.7	crm-1	CELE_Y64G10A.7	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_Y69H2.10	crm-1	CELE_Y69H2.10	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_Y69H2.3	crm-1	CELE_Y69H2.3	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	ZC434.2	crm-1	rps-7	-	CELE_ZC434.2	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	ZK1067.7	crm-1	abu-14	-	CELE_ZK1067.7|pqn-95	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0024.14	CELE_ZK849.1	crm-1	ZK849.1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0034.3	C17F4.7	casy-1	C17F4.7	-	CELE_C17F4.7	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0034.3	R05F9.10	casy-1	sgt-1	-	CELE_R05F9.10	Two-hybrid	Li S (2004)	14704431	6239	6239
B0035.2	CELE_F26E4.8	dnj-2	tba-1	CELE_B0035.2	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0035.2	R05F9.10	dnj-2	sgt-1	CELE_B0035.2	CELE_R05F9.10	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0041.6	CELE_B0041.6	ptps-1	ptps-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	B0336.10	rpn-10	rpl-23	CELE_B0205.3|mcb-1	CELE_B0336.10	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	B0336.2	rpn-10	arf-1.2	CELE_B0205.3|mcb-1	CELE_B0336.2|arf-1|ARF/1	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	CELE_C16C2.3	rpn-10	ocrl-1	CELE_B0205.3|mcb-1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	CELE_C23H3.4	rpn-10	sptl-1	CELE_B0205.3|mcb-1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	CELE_F15B9.5	rpn-10	try-10	CELE_B0205.3|mcb-1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	CELE_F20D12.1	rpn-10	csr-1	CELE_B0205.3|mcb-1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	CELE_F23C8.5	rpn-10	CELE_F23C8.5	CELE_B0205.3|mcb-1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	F23F12.6	rpn-10	rpt-3	CELE_B0205.3|mcb-1	CELE_F23F12.6	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	F53G12.10	rpn-10	rpl-7	CELE_B0205.3|mcb-1	CELE_F53G12.10	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	F55D10.2	rpn-10	rpl-25.1	CELE_B0205.3|mcb-1	CELE_F55D10.2	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	CELE_F57F5.1	rpn-10	F57F5.1	CELE_B0205.3|mcb-1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	CELE_K08A8.1	rpn-10	mek-1	CELE_B0205.3|mcb-1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	CELE_K09E2.3	rpn-10	K09E2.3	CELE_B0205.3|mcb-1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	CELE_K11H3.1	rpn-10	gpdh-2	CELE_B0205.3|mcb-1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	R13A5.8	rpn-10	rpl-9	CELE_B0205.3|mcb-1	CELE_R13A5.8	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	CELE_T02E9.2	rpn-10	grl-7	CELE_B0205.3|mcb-1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	T10B10.1	rpn-10	col-41	CELE_B0205.3|mcb-1	CELE_T10B10.1	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	CELE_T23B5.1	rpn-10	prmt-3	CELE_B0205.3|mcb-1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	T24D8.1	rpn-10	lgc-40	CELE_B0205.3|mcb-1	CELE_T24D8.1	Two-hybrid	Li S (2004)	14704431	6239	6239
B0205.3	W09C5.1	rpn-10	W09C5.1	CELE_B0205.3|mcb-1	CELE_W09C5.1	Two-hybrid	Li S (2004)	14704431	6239	6239
B0207.4	CELE_C14F11.6	air-2	C14F11.6	CELE_B0207.4|let-603|stu-7|cyk-6	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0207.4	F02E8.1	air-2	asb-2	CELE_B0207.4|let-603|stu-7|cyk-6	CELE_F02E8.1	Two-hybrid	Li S (2004)	14704431	6239	6239
B0207.4	CELE_F41C3.5	air-2	F41C3.5	CELE_B0207.4|let-603|stu-7|cyk-6	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0207.4	CELE_Y39G10AR.13	air-2	icp-1	CELE_B0207.4|let-603|stu-7|cyk-6	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	CELE_B0336.7	pmk-1	B0336.7	CELE_B0218.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	B0547.1	pmk-1	csn-5	CELE_B0218.3	CELE_B0547.1	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	CELE_C15C8.2	pmk-1	cky-1	CELE_B0218.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	CELE_C38D4.6	pmk-1	pal-1	CELE_B0218.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	C44C8.6	pmk-1	mak-2	CELE_B0218.3	CELE_C44C8.6	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	CELE_C54G4.1	pmk-1	rskn-2	CELE_B0218.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	F10E7.8	pmk-1	farl-11	CELE_B0218.3	CELE_F10E7.8	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	CELE_F29G6.3	pmk-1	hpo-34	CELE_B0218.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	F32B6.1	pmk-1	nhr-4	CELE_B0218.3	CELE_F32B6.1	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	F41E6.6	pmk-1	tag-196	CELE_B0218.3	CELE_F41E6.6	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	F54D5.7	pmk-1	F54D5.7	CELE_B0218.3	CELE_F54D5.7	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	CELE_F59A2.1	pmk-1	npp-9	CELE_B0218.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	CELE_K04G7.3	pmk-1	ogt-1	CELE_B0218.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	CELE_K11E8.1	pmk-1	unc-43	CELE_B0218.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	CELE_R02F2.9	pmk-1	R02F2.9	CELE_B0218.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	T04C12.6	pmk-1	act-1	CELE_B0218.3	CELE_T04C12.6	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	CELE_T09B4.9	pmk-1	T09B4.9	CELE_B0218.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	CELE_T12G3.1	pmk-1	T12G3.1	CELE_B0218.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	CELE_W02G9.3	pmk-1	W02G9.3	CELE_B0218.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	Y46G5A.31	pmk-1	gsy-1	CELE_B0218.3	CELE_Y46G5A.31	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	Y59A8B.9	pmk-1	ebp-3	CELE_B0218.3	CELE_Y59A8B.9|tag-201	Two-hybrid	Li S (2004)	14704431	6239	6239
B0218.3	Y75B8A.20	pmk-1	grl-15	CELE_B0218.3	CELE_Y75B8A.20	Two-hybrid	Li S (2004)	14704431	6239	6239
B0238.12	B0041.4	B0238.12	rpl-4	CELE_B0238.12	CELE_B0041.4	Two-hybrid	Li S (2004)	14704431	6239	6239
B0238.12	R05F9.10	B0238.12	sgt-1	CELE_B0238.12	CELE_R05F9.10	Two-hybrid	Li S (2004)	14704431	6239	6239
B0238.12	Y39B6A.1	B0238.12	Y39B6A.1	CELE_B0238.12	CELE_Y39B6A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
B0238.1	CELE_M110.5	B0238.1	dab-1	CELE_B0238.1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0272.2	CELE_C15H9.4	memb-1	C15H9.4	CELE_B0272.2|gosr-2.1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0272.2	CELE_F17C11.9	memb-1	eef-1G	CELE_B0272.2|gosr-2.1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0272.2	CELE_F56A8.7	memb-1	unc-64	CELE_B0272.2|gosr-2.1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0280.8	B0280.8	nhr-10	nhr-10	CELE_B0280.8	CELE_B0280.8	Two-hybrid	Li S (2004)	14704431	6239	6239
B0280.8	C27B7.4	nhr-10	rad-26	CELE_B0280.8	CELE_C27B7.4	Two-hybrid	Li S (2004)	14704431	6239	6239
B0280.8	CELE_M03D4.1	nhr-10	zen-4	CELE_B0280.8	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0280.8	CELE_ZK930.3	nhr-10	vab-23	CELE_B0280.8	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0286.3	CELE_B0286.3	B0286.3	B0286.3	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0286.4	CELE_B0286.4	ntl-2	ntl-2	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0286.4	F44G3.9	ntl-2	nhr-111	-	CELE_F44G3.9	Two-hybrid	Li S (2004)	14704431	6239	6239
B0303.9	CELE_R07H5.8	vps-33.1	R07H5.8	CELE_B0303.9	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0336.2	CELE_W02G9.3	arf-1.2	W02G9.3	CELE_B0336.2|arf-1|ARF/1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0361.10	CELE_T23G7.3	ykt-6	T23G7.3	CELE_B0361.10	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0393.1	F37C12.11	rps-0	rps-21	CELE_B0393.1	CELE_F37C12.11	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0414.8	F57A10.5	vps-51	nhr-60	-	CELE_F57A10.5	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0416.5	F31C3.1	B0416.5	cyn-5	-	CELE_F31C3.1|cyp-5	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0464.5	CELE_B0035.1	spk-1	B0035.1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0464.5	B0336.2	spk-1	arf-1.2	-	CELE_B0336.2|arf-1|ARF/1	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0464.5	CELE_C32F10.1	spk-1	obr-4	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0464.5	C47E8.5	spk-1	daf-21	-	CELE_C47E8.5|tax-3	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0464.5	CELE_F26H11.2	spk-1	nurf-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0464.5	F46F11.2	spk-1	cey-2	-	CELE_F46F11.2	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0464.5	CELE_H02I12.5	spk-1	H02I12.5	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0464.5	CELE_T19A5.1	spk-1	T19A5.1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0464.5	Y48E1B.1	spk-1	ddl-2	-	CELE_Y48E1B.1	Two-hybrid	Li S (2004)	14704431	6239	6239
B0464.8	T20B12.2	tag-342	tbp-1	CELE_B0464.8	CELE_T20B12.2|TBP|3H475	Two-hybrid	Li S (2004)	14704431	6239	6239
B0496.7	B0547.1	valv-1	csn-5	CELE_B0496.7	CELE_B0547.1	Two-hybrid	Li S (2004)	14704431	6239	6239
B0496.7	CELE_C09H6.2	valv-1	lin-10	CELE_B0496.7	-	Two-hybrid	Li S (2004)	14704431	6239	6239
B0496.7	C17H12.1	valv-1	dyci-1	CELE_B0496.7	CELE_C17H12.1	Two-hybrid	Li S (2004)	14704431	6239	6239
B0496.7	R06F6.4	valv-1	set-14	CELE_B0496.7	CELE_R06F6.4	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0507.1	CELE_F18A1.6	B0507.1	F18A1.6	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0507.1	CELE_F27C1.7	B0507.1	atp-3	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0507.1	F54C9.5	B0507.1	rpl-5	-	CELE_F54C9.5	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0507.1	CELE_K04F10.7	B0507.1	K04F10.7	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0507.1	R05F9.10	B0507.1	sgt-1	-	CELE_R05F9.10	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0507.1	CELE_T21H3.1	B0507.1	T21H3.1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0507.1	CELE_Y37A1B.1	B0507.1	lst-3	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0507.1	Y39B6A.1	B0507.1	Y39B6A.1	-	CELE_Y39B6A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0507.1	Y39G10AR.17	B0507.1	sydn-1	-	CELE_Y39G10AR.17	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_B0513.2	T05E7.5	CELE_B0513.2	vet-1	-	CELE_T05E7.5	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.3	CELE_T18D3.7	C01B10.3	T18D3.7	CELE_C01B10.3	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_C01B10.4	CELE_R03G5.6	CELE_C01B10.4	R03G5.6	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_C01B10.4	CELE_R11D1.3	CELE_C01B10.4	R11D1.3	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	C04E12.6	C01B10.8	C04E12.6	CELE_C01B10.8	CELE_C04E12.6	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	C09H5.6	C01B10.8	str-131	CELE_C01B10.8	CELE_C09H5.6	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	CELE_C14B9.8	C01B10.8	C14B9.8	CELE_C01B10.8	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	CELE_C14F11.4	C01B10.8	C14F11.4	CELE_C01B10.8	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	C17E4.5	C01B10.8	pabp-2	CELE_C01B10.8	CELE_C17E4.5|pab-3	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	CELE_C46C11.3	C01B10.8	C46C11.3	CELE_C01B10.8	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	CELE_C53C11.2	C01B10.8	C53C11.2	CELE_C01B10.8	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	F45E6.4	C01B10.8	lips-1	CELE_C01B10.8	CELE_F45E6.4	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	CELE_F46A9.2	C01B10.8	F46A9.2	CELE_C01B10.8	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	F54D8.1	C01B10.8	dpy-17	CELE_C01B10.8	CELE_F54D8.1	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	CELE_F59A1.11	C01B10.8	CELE_F59A1.11	CELE_C01B10.8	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	CELE_K02D3.1	C01B10.8	K02D3.1	CELE_C01B10.8	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	CELE_T13B5.8	C01B10.8	sut-1	CELE_C01B10.8	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	CELE_W03D2.5	C01B10.8	wrt-5	CELE_C01B10.8	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	W06B11.1	C01B10.8	atat-2	CELE_C01B10.8	CELE_W06B11.1	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	CELE_W07G1.5	C01B10.8	W07G1.5	CELE_C01B10.8	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	W10D9.5	C01B10.8	tomm-22	CELE_C01B10.8	CELE_W10D9.5	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	CELE_Y113G7B.23	C01B10.8	swsn-1	CELE_C01B10.8	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	CELE_Y58A7A.1	C01B10.8	Y58A7A.1	CELE_C01B10.8	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	ZK1067.7	C01B10.8	abu-14	CELE_C01B10.8	CELE_ZK1067.7|pqn-95	Two-hybrid	Li S (2004)	14704431	6239	6239
C01B10.8	ZK84.6	C01B10.8	ins-6	CELE_C01B10.8	CELE_ZK84.6	Two-hybrid	Li S (2004)	14704431	6239	6239
C01F6.2	CELE_K10C8.3	C01F6.2	K10C8.3	CELE_C01F6.2	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C01F6.2	CELE_T22A3.3	C01F6.2	lst-1	CELE_C01F6.2	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C01F6.2	CELE_ZK1055.7	C01F6.2	ZK1055.7	CELE_C01F6.2	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_C01G5.8	CELE_F54B11.3	fan-1	unc-84	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_C01G5.8	K12C11.2	fan-1	smo-1	-	CELE_K12C11.2|SMT3	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_C01G8.5	CELE_C01F6.6	erm-1	mpz-2	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_C01G8.5	CELE_C18B2.5	erm-1	C18B2.5	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_C01G8.5	CELE_C38D4.6	erm-1	pal-1	-	-	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_C01G8.5	H22K11.1	erm-1	asp-3	-	CELE_H22K11.1	Two-hybrid	Li S (2004)	14704431	6239	6239
CELE_C01G8.5	T07C4.1	erm-1	umps-1	-	CELE_T07C4.1	Two-hybrid	Li S (2004)	14704431	6239	6239
C02A12.1	C54F6.14	gst-33	ftn-1	CELE_C02A12.1	CELE_C54F6.14	Two-hybrid	Li S (2004)	14704431	6239	6239
C02A12.1	D1037.3	gst-33	ftn-2	CELE_C02A12.1	CELE_D1037.3	Two-hybrid	Li S (2004)	14704431	6239	6239
C02A12.1	Y105E8B.4	gst-33	bath-40	CELE_C02A12.1	CELE_Y105E8B.4	Two-hybrid	Li S (2004)	14704431	6239	6239
C02F5.1	CELE_C18D11.4	knl-1	rsp-8	CELE_C02F5.1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C02F5.1	CELE_C42D8.2	knl-1	vit-2	CELE_C02F5.1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C02F5.1	CELE_F15E11.15	knl-1	F15E11.15	CELE_C02F5.1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C02F5.1	CELE_K11E8.1	knl-1	unc-43	CELE_C02F5.1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C02F5.1	CELE_T04C10.2	knl-1	epn-1	CELE_C02F5.1	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C02F5.9	CELE_C06A8.1	pbs-6	mthf-1	CELE_C02F5.9|3I332	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C02F5.9	CELE_C06G3.6	pbs-6	C06G3.6	CELE_C02F5.9|3I332	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C02F5.9	C08E3.9	pbs-6	fbxa-166	CELE_C02F5.9|3I332	CELE_C08E3.9	Two-hybrid	Li S (2004)	14704431	6239	6239
C02F5.9	C30F8.2	pbs-6	vha-16	CELE_C02F5.9|3I332	CELE_C30F8.2	Two-hybrid	Li S (2004)	14704431	6239	6239
C02F5.9	CELE_D1005.1	pbs-6	acly-1	CELE_C02F5.9|3I332	D1005.1	Two-hybrid	Li S (2004)	14704431	6239	6239
C02F5.9	F44G3.9	pbs-6	nhr-111	CELE_C02F5.9|3I332	CELE_F44G3.9	Two-hybrid	Li S (2004)	14704431	6239	6239
C02F5.9	CELE_R06C1.3	pbs-6	wve-1	CELE_C02F5.9|3I332	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C02F5.9	CELE_W02G9.3	pbs-6	W02G9.3	CELE_C02F5.9|3I332	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C02F5.9	CELE_Y79H2A.1	pbs-6	brp-1	CELE_C02F5.9|3I332	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C02F5.9	CELE_ZC411.1	pbs-6	ZC411.1	CELE_C02F5.9|3I332	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C02F5.9	CELE_ZK1098.4	pbs-6	ZK1098.4	CELE_C02F5.9|3I332	-	Two-hybrid	Li S (2004)	14704431	6239	6239
C03A7.4	AC3.3	abu-15	abu-1	CELE_C03A7.4|pqn-5	CELE_AC3.3|pqn-1	Two-hybrid	Li S (2004)	14704431	6239	6239
C03A7.4	C03A7.14	abu-15	abu-8	CELE_C03A7.4|pqn-5	CELE_C03A7.14|pqn-4	Two-hybrid	Li S (2004)	14704431	6239	6239
C03A7.4	C03A7.4	abu-15	abu-15	CELE_C03A7.4|pqn-5	CELE_C03A7.4|pqn-5	Two-hybrid	Li S (2004)	14704431	6239	6239
C03A7.4	C09G5.5	abu-15	col-80	CELE_C03A7.4|pqn-5	CELE_C09G5.5	Two-hybrid	Li S (2004)	14704431	6239	6239
C03A7.4	C17G10.5	abu-15	lys-8	CELE_C03A7.4|pqn-5	CELE_C17G10.5	Two-hybrid	Li S (2004)	14704431	6239	6239
C03A7.4	C23G10.3	abu-15	rps-3	CELE_C03A7.4|pqn-5	CELE_C23G10.3	Two-hybrid	Li S (2004)	14704431	6239	6239
C03A7.4	CELE_C32E8.2	abu-15	rpl-13	CELE_C03A7.4|pqn-5	-	Two-hybrid	Li S (2004)	14704431	6239	6239
